"","Home.Type","Year","Living.Area","Area.Units","Bathrooms","Bedrooms","Garage","Levels","Pool","Spa","Price"
"4210","Single Family",2000,2463,"Acres",3,4,"0",0,"0","0",324900
"4211","Single Family",2000,2463,"Acres",3,4,"0",0,"0","0",324900
"4212","Single Family",2000,2463,"Acres",3,4,"0",0,"0","0",324900
"4213","Single Family",1973,2552,"Acres",3,3,"1",0,"0","0",500000
"4214","Single Family",1972,1847,"Acres",2,3,"1",0,"0","0",249900
"4215","Single Family",2003,1680,"Acres",2,3,"0",1.5,"0","0",259900
"4216","Single Family",1995,1781,"Acres",2,4,"0",0,"0","0",170000
"4217","Single Family",2002,2295,"Acres",3,4,"1",2,"0","1",337900
"4218","Single Family",2018,832,"Acres",1,1,"1",2,"0","0",329000
"4219","Single Family",2002,4477,"Acres",7,6,"1",4,"0","0",474900
"4220","Single Family",2005,1794,"Acres",2,2,"1",1,"0","0",192500
"4221","Single Family",2016,1804,"Acres",2,3,"1",1,"0","0",350000
"4222","Single Family",1993,2470,"Acres",2,5,"1",1.5,"0","0",350000
"4223","Single Family",2001,5239,"Acres",5,6,"1",2,"0","1",636000
"4224","Single Family",1998,4034,"Acres",4,3,"1",2,"0","0",475000
"4225","Single Family",1988,6004,"Acres",5,4,"1",2,"0","1",2499900
"4226","Single Family",1971,2355,"Acres",2,3,"0",0,"1","0",219900
"4227","Single Family",1970,2325,"Acres",2,3,"0",0,"0","0",175000
"4228","Single Family",1991,2394,"Acres",3,4,"0",0,"0","0",275000
"4229","Single Family",1981,2424,"Acres",3,5,"1",2,"0","0",309900
"4230","Single Family",1995,2382,"Acres",3,4,"1",2,"0","0",524900
"4231","Single Family",1995,2382,"Acres",3,4,"1",2,"0","0",524900
"4232","Single Family",1995,2382,"Acres",3,4,"1",2,"0","0",524900
"4233","Single Family",1995,2382,"Acres",3,4,"1",2,"0","0",524900
"4234","Single Family",1950,2012,"Acres",2,3,"0",0,"0","0",389000
"4235","Single Family",2000,2455,"Acres",3,4,"0",0,"0","0",385000
"4236","Single Family",1987,2087,"Acres",2,4,"1",1,"0","0",286000
"4237","Single Family",1900,2250,"Acres",2,3,"0",1.5,"0","0",258900
"4238","Single Family",1922,1739,"Acres",2,3,"0",1,"0","0",135500
"4239","Single Family",1925,2020,"Acres",2,3,"0",1,"0","1",268900
"4240","Single Family",1984,1540,"Acres",3,3,"1",1.5,"0","0",190000
"4241","Single Family",2005,1212,"Acres",2,3,"0",1,"0","0",159900
"4242","Single Family",2005,1212,"Acres",2,3,"0",1,"0","0",159900
"4243","Single Family",2005,1212,"Acres",2,3,"0",1,"0","0",159900
"4244","Single Family",2005,1212,"Acres",2,3,"0",1,"0","0",159900
"4245","Single Family",1992,3744,"Acres",4,4,"1",2,"0","1",815000
"4246","Single Family",1975,2024,"Acres",3,5,"1",2,"0","0",265000
"4247","Single Family",2001,2106,"Acres",2,4,"1",0,"0","0",265000
"4248","Single Family",1945,1538,"Acres",1,2,"0",0,"0","0",100000
"4249","Single Family",1957,2427,"Acres",2,4,"0",0,"0","0",229000
"4250","Single Family",2012,2558,"Acres",3,4,"1",2,"0","0",279900
"4251","Single Family",1976,4158,"Acres",4,4,"0",0,"0","0",394900
"4252","Single Family",1969,4082,"Acres",3,4,"1",2,"0","0",550000
"4253","Single Family",1969,4082,"Acres",3,4,"1",2,"0","0",550000
"4254","Single Family",1969,4082,"Acres",3,4,"1",2,"0","0",550000
"4255","Single Family",1969,4082,"Acres",3,4,"1",2,"0","0",550000
"4256","Single Family",1986,1870,"Acres",2,3,"1",1,"0","1",285000
"4257","Single Family",1993,3100,"Acres",4,5,"1",2,"0","1",450000
"4258","Single Family",2004,4504,"Acres",5,5,"1",2,"0","1",525000
"4259","Single Family",1975,1425,"Acres",2,3,"0",0,"0","0",155000
"4260","Single Family",1925,3747,"Acres",3,4,"0",2,"0","0",280000
"4261","Single Family",2000,5807,"Acres",5,5,"1",4,"0","0",895000
"4262","Lot",2020,1200,"Acres",0,4,"0",0,"0","0",23000
"4263","Single Family",2008,2255,"Acres",2,3,"1",1,"0","0",269999
"4264","Single Family",1950,2400,"Acres",3,3,"0",1,"0","0",825000
"4265","Single Family",2001,4594,"Acres",4,4,"1",2,"0","0",495000
"4266","Single Family",1971,2886,"Acres",3,4,"1",2,"0","0",159900
"4267","Single Family",1968,1508,"Acres",2,4,"0",0,"0","0",142900
"4268","Single Family",1994,1644,"Acres",2,3,"1",1,"0","1",279000
"4269","Single Family",2010,3003,"Acres",4,4,"1",1.5,"0","1",529900
"4270","Single Family",1901,1733,"Acres",2,3,"1",1,"0","0",249900
"4271","Single Family",1972,1452,"Acres",2,3,"0",1,"0","0",220000
"4272","Single Family",2000,2513,"Acres",3,4,"1",2,"0","0",402000
"4273","Single Family",2000,2513,"Acres",3,4,"1",2,"0","0",402000
"4274","Single Family",2000,2513,"Acres",3,4,"1",2,"0","0",402000
"4275","Single Family",2000,2513,"Acres",3,4,"1",2,"0","0",402000
"4276","Single Family",2002,7194,"Acres",7,6,"1",2,"1","1",859000
"4277","Lot",2020,1400,"Acres",0,4,"0",0,"0","0",23000
"4278","Single Family",1974,2016,"Acres",3,4,"1",1,"0","0",280000
"4279","Single Family",2015,2200,"Acres",2,4,"1",0,"0","0",189900
"4280","Multi Family",1953,1540,"Acres",2,4,"0",0,"0","0",84900
"4281","Multi Family",1953,1540,"Acres",2,4,"0",0,"0","0",84900
"4282","Multi Family",1953,1540,"Acres",2,4,"0",0,"0","0",84900
"4283","Multi Family",1953,1540,"Acres",2,4,"0",0,"0","0",84900
"4284","Single Family",1985,2233,"Acres",3,3,"1",1.5,"0","0",319000
"4285","Single Family",2008,6700,"Acres",5,7,"1",4,"0","1",1695000
"4286","Single Family",1940,975,"Acres",1,2,"1",1,"0","0",99000
"4287","Single Family",1940,975,"Acres",1,2,"1",1,"0","0",99000
"4288","Single Family",1940,975,"Acres",1,2,"1",1,"0","0",99000
"4289","Single Family",1940,975,"Acres",1,2,"1",1,"0","0",99000
"4290","Single Family",1961,1442,"Acres",2,3,"0",1,"0","0",280000
"4291","Single Family",1961,1442,"Acres",2,3,"0",1,"0","0",280000
"4292","Single Family",1961,1442,"Acres",2,3,"0",1,"0","0",280000
"4293","Single Family",1961,1442,"Acres",2,3,"0",1,"0","0",280000
"4294","Single Family",1910,1304,"Acres",1,2,"0",1,"0","0",40700
"4295","Single Family",2021,1900,"Acres",2,3,"1",1,"0","0",376900
"4296","Single Family",1999,2006,"Acres",2,3,"0",0,"0","0",369900
"4297","Single Family",1971,1605,"Acres",2,3,"0",0,"0","0",55000
"4298","Single Family",2002,1551,"Acres",2,4,"1",0,"0","0",195000
"4299","Single Family",1986,1872,"Acres",2,3,"1",1,"0","0",309900
"4300","Single Family",1984,1336,"Acres",2,2,"0",0,"0","0",399900
"4301","Single Family",1988,2278,"Acres",2,3,"0",0,"1","0",371000
"4302","Single Family",1959,2163,"Acres",4,3,"1",1,"1","0",475000
"4303","Single Family",1876,3089,"Acres",2,3,"0",0,"0","0",290000
"4304","Single Family",1876,3089,"Acres",2,3,"0",0,"0","0",290000
"4305","Single Family",1876,3089,"Acres",2,3,"0",0,"0","0",290000
"4306","Single Family",1876,3089,"Acres",2,3,"0",0,"0","0",290000
"4307","Single Family",1976,3648,"Acres",5,5,"0",0,"1","0",589900
"4308","Single Family",1976,3648,"Acres",5,5,"0",0,"1","0",589900
"4309","Single Family",1976,3648,"Acres",5,5,"0",0,"1","0",589900
"4310","Single Family",1976,3648,"Acres",5,5,"0",0,"1","0",589900
"4311","Single Family",1991,3400,"Acres",4,3,"0",0,"0","0",479900
"4312","Single Family",1950,808,"Acres",1,2,"0",1,"0","0",239900
"4313","Single Family",2021,1640,"Acres",2,3,"1",1,"0","0",232900
"4314","Single Family",1948,1972,"Acres",2,4,"0",0,"0","0",89900
"4315","Single Family",1986,2460,"Acres",2,3,"1",2,"0","0",469900
"4316","Single Family",1910,2584,"Acres",3,5,"0",0,"0","0",196000
"4317","Single Family",2000,1146,"Acres",2,3,"1",1,"0","0",159900
"4318","Single Family",1955,1968,"Acres",3,4,"0",1,"0","0",155000
"4319","Single Family",1970,4076,"Acres",3,4,"1",2,"0","0",625000
"4320","Single Family",1980,1626,"Acres",2,4,"1",1,"0","0",338000
"4321","Single Family",1970,3000,"Acres",2,3,"0",0,"0","0",299000
"4322","Single Family",1970,3000,"Acres",2,3,"0",0,"0","0",299000
"4323","Single Family",1970,3000,"Acres",2,3,"0",0,"0","0",299000
"4324","Single Family",1970,3000,"Acres",2,3,"0",0,"0","0",299000
"4325","Single Family",1935,1312,"Acres",1,3,"0",0,"0","0",45000
"4326","Single Family",2006,5017,"Acres",6,6,"1",4,"0","0",1200000
"4327","Single Family",1940,2292,"Acres",4,4,"0",2,"0","0",650000
"4328","Single Family",1940,2292,"Acres",4,4,"0",2,"0","0",650000
"4329","Single Family",1940,2292,"Acres",4,4,"0",2,"0","0",650000
"4330","Single Family",1940,2292,"Acres",4,4,"0",2,"0","0",650000
"4331","Single Family",1973,5338,"Acres",5,5,"1",1,"1","0",949000
"4332","Single Family",2000,2646,"Acres",3,4,"1",1.5,"0","0",599000
"4333","Single Family",2006,4014,"Acres",4,5,"1",2,"0","0",492000
"4334","Single Family",1991,1682,"Acres",3,3,"1",2,"0","0",289000
"4335","Single Family",1968,2526,"Acres",3,4,"1",2,"0","0",2700
"4336","Single Family",1968,2526,"Acres",3,4,"1",2,"0","0",2700
"4337","Single Family",1968,2526,"Acres",3,4,"1",2,"0","0",2700
"4338","Single Family",1968,2526,"Acres",3,4,"1",2,"0","0",2700
"4339","Single Family",1999,4950,"Acres",6,6,"1",2,"0","0",699000
"4340","Single Family",1996,1222,"Acres",2,3,"0",0,"0","0",168000
"4341","Single Family",1996,1464,"Acres",2,3,"0",1,"0","0",94900
"4342","Single Family",1949,1595,"Acres",2,3,"0",1,"0","0",160750
"4343","Single Family",1949,1595,"Acres",2,3,"0",1,"0","0",160750
"4344","Single Family",2001,2073,"Acres",2,4,"0",0,"0","0",269900
"4345","Single Family",1971,1412,"Acres",2,3,"1",1,"0","0",300000
"4346","Single Family",1961,2486,"Acres",3,4,"0",1,"0","0",285000
"4347","Single Family",2020,1440,"Acres",1,1,"0",0,"0","0",229000
"4348","Single Family",2021,2100,"Acres",3,4,"1",1.5,"0","0",439000
"4349","Single Family",1999,4800,"Acres",5,5,"1",2,"0","1",740000
"4350","Single Family",2003,2343,"Acres",3,4,"1",2,"0","0",389900
"4351","Single Family",1984,3297,"Acres",3,4,"1",2,"0","0",289900
"4352","Single Family",1892,1800,"Acres",2,3,"0",0,"0","0",224900
"4353","Single Family",1989,3317,"Acres",4,4,"1",2,"0","0",699999
"4354","Single Family",1965,1182,"Acres",2,3,"0",1,"0","0",175000
"4355","Single Family",2017,6430,"Acres",7,5,"1",2,"0","0",1395000
"4356","Single Family",2003,4092,"Acres",5,4,"1",0,"0","0",280000
"4357","Single Family",1950,888,"Acres",1,3,"0",0,"0","0",29000
"4358","Single Family",1966,2184,"Acres",3,3,"0",0,"0","0",330000
"4359","Single Family",1966,2184,"Acres",3,3,"0",0,"0","0",330000
"4360","Single Family",1966,2184,"Acres",3,3,"0",0,"0","0",330000
"4361","Single Family",1966,2184,"Acres",3,3,"0",0,"0","0",330000
"4362","Single Family",1982,1152,"Acres",2,3,"1",1,"0","0",319900
"4363","Single Family",1987,2786,"Acres",3,4,"1",2,"0","0",430000
"4364","Single Family",2001,3877,"Acres",4,4,"1",2,"0","1",610000
"4365","Single Family",2005,2728,"Acres",2,4,"1",1.5,"0","0",429900
"4366","Single Family",1997,2909,"Acres",4,4,"1",4,"0","0",665000
"4367","Single Family",1993,1789,"Acres",2,3,"0",0,"0","0",189900
"4368","Single Family",1962,2976,"Acres",3,4,"0",2,"0","0",245900
"4369","Single Family",1962,2976,"Acres",3,4,"0",2,"0","0",245900
"4370","Single Family",1966,1189,"Acres",1,3,"0",0,"0","0",124900
"4371","Single Family",1968,1652,"Acres",2,3,"0",1,"0","0",305000
"4372","Single Family",1997,2250,"Acres",3,5,"0",1,"0","0",349900
"4373","Single Family",1985,2024,"Acres",3,4,"1",1,"1","0",389000
"4374","Single Family",2000,4765,"Acres",4,5,"1",4,"1","0",749900
"4375","Single Family",2000,4574,"Acres",4,4,"1",2,"0","0",475000
"4376","Single Family",1939,2450,"Acres",2,3,"0",1.5,"0","0",160000
"4377","Single Family",1999,980,"Acres",2,2,"0",1,"0","0",91900
"4378","Single Family",1993,1750,"Acres",2,2,"1",1,"0","0",274900
"4379","Single Family",1968,1758,"Acres",2,3,"0",1,"0","0",139900
"4380","Single Family",1968,1758,"Acres",2,3,"0",1,"0","0",139900
"4381","Single Family",1968,1758,"Acres",2,3,"0",1,"0","0",139900
"4382","Single Family",1968,1758,"Acres",2,3,"0",1,"0","0",139900
"4383","Single Family",2016,2765,"Acres",3,4,"1",1.5,"0","0",389999
"4384","Single Family",1965,1483,"Acres",2,3,"0",0,"0","0",120000
"4385","Single Family",1901,3142,"Acres",3,4,"0",1,"0","0",375000
"4386","Single Family",2002,5531,"Acres",5,4,"1",1,"0","0",639000
"4387","Single Family",1957,2196,"Acres",3,2,"1",1,"0","0",155000
"4388","Single Family",1900,4502,"Acres",4,4,"0",2,"0","0",329000
"4389","Single Family",1978,1652,"Acres",2,3,"1",1,"0","0",265000
"4390","Single Family",1941,3946,"Acres",4,4,"1",2,"0","0",395000
"4391","Single Family",1972,2646,"Acres",3,4,"1",2,"0","0",599000
"4392","Single Family",1972,2646,"Acres",3,4,"1",2,"0","0",599000
"4393","Single Family",1972,2646,"Acres",3,4,"1",2,"0","0",599000
"4394","Single Family",1972,2646,"Acres",3,4,"1",2,"0","0",599000
"4395","Single Family",1998,2128,"Acres",2,4,"0",0,"0","0",124900
"4396","Single Family",2008,6422,"Acres",8,6,"1",2,"1","0",2499000
"4397","Single Family",1997,2341,"Acres",3,4,"0",0,"0","0",289000
"4398","Single Family",1998,2479,"Acres",6,5,"1",2,"0","0",375000
"4399","Single Family",1986,2380,"Acres",2,4,"1",1,"0","0",244900
"4400","Single Family",1985,1900,"Acres",3,4,"0",2,"0","0",379000
"4401","Single Family",2000,6000,"Acres",5,6,"1",2,"0","0",1200000
"4402","Single Family",1998,2296,"Acres",3,3,"1",2,"0","0",339900
"4403","Single Family",2004,4914,"Acres",4,5,"1",2,"0","0",595000
"4404","Single Family",2021,3752,"Acres",5,4,"1",2,"0","0",775850
"4405","Single Family",1973,1539,"Acres",2,3,"0",1,"0","0",200000
"4406","Single Family",2021,3077,"Acres",4,3,"1",1,"0","0",760800
"4407","Single Family",1824,3626,"Acres",3,3,"1",2,"0","0",500000
"4408","Single Family",1979,1422,"Acres",2,3,"0",2,"0","0",295000
"4409","Single Family",2005,6190,"Acres",5,4,"1",4,"1","1",1295000
"4410","Single Family",1975,3200,"Acres",3,5,"1",1,"0","0",320000
"4411","Single Family",1979,1494,"Acres",2,3,"1",2,"0","0",232000
"4412","Single Family",2009,3054,"Acres",3,4,"1",2,"0","0",409000
"4413","Single Family",1979,1700,"Acres",2,3,"1",1,"0","1",399900
"4414","Single Family",1991,2272,"Acres",3,4,"1",2,"0","0",341900
"4415","Single Family",1993,4467,"Acres",5,5,"1",4,"0","0",450000
"4416","Single Family",2016,1344,"Acres",2,3,"0",1,"0","0",296000
"4417","Single Family",2004,3893,"Acres",3,3,"1",1,"1","0",599900
"4418","Single Family",1988,1822,"Acres",2,3,"1",0,"0","0",270000
"4419","Single Family",1994,5140,"Acres",4,6,"1",4,"0","1",494900
"4420","Single Family",2019,1512,"Acres",2,2,"1",1,"0","0",370000
"4421","Single Family",2019,1512,"Acres",2,2,"1",1,"0","0",370000
"4422","Single Family",1980,4281,"Acres",6,6,"0",2,"0","0",350000
"4423","Single Family",1953,7555,"Acres",5,5,"0",0,"0","0",725000
"4424","Single Family",1996,3612,"Acres",4,4,"0",0,"0","0",749900
"4425","Single Family",1986,5266,"Acres",5,6,"1",2,"0","0",425000
"4426","Single Family",2002,1248,"Acres",2,3,"0",0,"0","0",134900
"4427","Single Family",1974,2853,"Acres",2,3,"0",1,"0","0",279900
"4428","Single Family",1982,1687,"Acres",2,4,"1",1,"0","0",174995
"4429","Single Family",2001,3987,"Acres",6,5,"1",2,"0","0",698500
"4430","Single Family",2003,1944,"Acres",2,4,"0",1,"0","0",169900
"4431","Single Family",1925,3218,"Acres",4,4,"0",0,"0","0",449900
"4432","Single Family",1988,1440,"Acres",2,3,"0",0,"0","0",30000
"4433","Single Family",1988,1440,"Acres",2,3,"0",0,"0","0",30000
"4434","Single Family",1988,1440,"Acres",2,3,"0",0,"0","0",30000
"4435","Single Family",1988,1440,"Acres",2,3,"0",0,"0","0",30000
"4436","Single Family",1996,3207,"Acres",5,3,"1",2,"0","0",299950
"4437","Single Family",1975,1936,"Acres",2,4,"1",1,"0","0",234900
"4438","Single Family",1989,2804,"Acres",3,4,"1",2,"0","0",505000
"4439","Single Family",1996,2238,"Acres",4,6,"1",2,"0","0",475000
"4440","Single Family",1986,3922,"Acres",4,5,"1",1,"0","0",625000
"4441","Single Family",2003,2352,"Acres",2,3,"1",0,"0","0",319900
"4442","Single Family",1998,6104,"Acres",5,5,"1",4,"0","1",2195000
"4443","Single Family",2007,1535,"Acres",2,4,"1",2,"0","0",244900
"4444","Single Family",1995,4792,"Acres",4,5,"1",2,"0","0",630000
"4445","Single Family",1995,4792,"Acres",4,5,"1",2,"0","0",630000
"4446","Single Family",1995,4792,"Acres",4,5,"1",2,"0","0",630000
"4447","Single Family",1995,4792,"Acres",4,5,"1",2,"0","0",630000
"4448","Single Family",2007,2715,"Acres",4,4,"1",4,"1","1",475000
"4449","Single Family",1959,1620,"Acres",2,4,"0",0,"0","0",210000
"4450","Single Family",2008,1356,"Acres",2,3,"0",1,"0","0",89900
"4451","Single Family",1999,6621,"Acres",6,5,"1",2,"0","0",900000
"4452","Single Family",2005,1822,"Acres",2,4,"1",0,"0","0",254900
"4453","Single Family",2022,9017,"Acres",9,6,"1",2,"1","0",3900000
"4454","Single Family",1965,3042,"Acres",4,6,"0",2,"0","1",369000
"4455","Single Family",1991,3478,"Acres",3,4,"1",1,"0","0",475000
"4456","Single Family",2013,4857,"Acres",5,5,"1",2,"0","0",839900
"4457","Single Family",1972,1400,"Acres",2,4,"1",4,"1","0",375000
"4458","Single Family",1989,1844,"Acres",3,3,"1",2,"0","0",275000
"4459","Single Family",1966,2180,"Acres",2,4,"0",0,"0","0",239900
"4460","Single Family",1980,2282,"Acres",3,3,"1",1.5,"0","0",349000
"4461","Single Family",1992,4342,"Acres",4,5,"1",2,"0","0",560000
"4462","Single Family",2019,3615,"Acres",4,5,"1",2,"0","0",425000
"4463","Single Family",1996,8017,"Acres",8,8,"0",0,"1","1",1380000
"4464","Single Family",1991,3735,"Acres",5,4,"1",2,"0","0",610000
"4465","Single Family",1980,1888,"Acres",2,3,"0",2,"0","0",275000
"4466","Single Family",1980,1888,"Acres",2,3,"0",2,"0","0",275000
"4467","Single Family",1980,1888,"Acres",2,3,"0",2,"0","0",275000
"4468","Single Family",1980,1888,"Acres",2,3,"0",2,"0","0",275000
"4469","Single Family",1943,1328,"Acres",1,2,"0",1,"0","0",75000
"4470","Single Family",1905,3576,"Acres",4,6,"0",0,"0","0",399000
"4471","Single Family",2021,1260,"Acres",2,3,"0",1,"0","0",247000
"4472","Single Family",2004,2880,"Acres",3,4,"1",2,"0","0",379000
"4473","Single Family",1958,2795,"Acres",3,4,"0",1,"0","0",379000
"4474","Single Family",1978,3400,"Acres",4,4,"1",0,"0","0",650000
"4475","Single Family",2001,5681,"Acres",6,4,"1",2,"1","0",825000
"4476","Single Family",1957,1354,"Acres",1,2,"0",1,"0","0",89900
"4477","Single Family",2003,1928,"Acres",2,3,"1",1,"0","0",265000
"4478","Single Family",2014,2668,"Acres",3,3,"1",1.5,"0","0",350000
"4479","Single Family",2005,1688,"Acres",3,3,"0",1.5,"0","1",314900
"4480","Single Family",2007,2697,"Acres",3,4,"0",0,"1","0",439000
"4481","Single Family",1969,3433,"Acres",3,4,"1",2,"0","0",336900
"4482","Single Family",1967,1025,"Acres",1,3,"0",0,"0","0",99000
"4483","Single Family",2018,2591,"Acres",3,4,"1",0,"0","0",339900
"4484","Single Family",1928,3024,"Acres",3,4,"1",2,"0","0",750000
"4485","Single Family",1928,3024,"Acres",3,4,"1",2,"0","0",750000
"4486","Single Family",1928,3024,"Acres",3,4,"1",2,"0","0",750000
"4487","Single Family",1928,3024,"Acres",3,4,"1",2,"0","0",750000
"4488","Single Family",1976,1912,"Acres",2,3,"0",1,"0","0",99000
"4489","Single Family",2007,2849,"Acres",3,4,"1",2,"0","0",358500
"4490","Single Family",2007,2849,"Acres",3,4,"1",2,"0","0",358500
"4491","Single Family",2007,2849,"Acres",3,4,"1",2,"0","0",358500
"4492","Single Family",2007,2849,"Acres",3,4,"1",2,"0","0",358500
"4493","Single Family",2007,1675,"Acres",3,3,"1",2,"0","0",279900
"4494","Single Family",1982,1200,"Acres",2,3,"0",1,"0","0",1250000
"4495","Single Family",1982,1200,"Acres",2,3,"0",1,"0","0",1250000
"4496","Single Family",1982,1200,"Acres",2,3,"0",1,"0","0",1250000
"4497","Single Family",1982,1200,"Acres",2,3,"0",1,"0","0",1250000
"4498","Single Family",1978,1728,"Acres",3,3,"0",1.5,"0","0",225000
"4499","Single Family",2007,4994,"Acres",4,4,"1",2,"0","1",799000
"4500","Single Family",1960,1821,"Acres",3,4,"0",1,"0","0",175900
"4501","Single Family",1974,2186,"Acres",2,3,"0",1,"1","0",225000
"4502","Single Family",2021,8900,"Acres",6,7,"1",2,"1","0",4245000
"4503","Single Family",1997,2072,"Acres",2,4,"0",1,"0","0",130000
"4504","Single Family",2006,1588,"Acres",3,3,"1",2,"0","0",395000
"4505","Single Family",1995,3278,"Acres",4,4,"1",2,"0","0",659000
"4506","Single Family",1995,3278,"Acres",4,4,"1",2,"0","0",659000
"4507","Single Family",1995,3278,"Acres",4,4,"1",2,"0","0",659000
"4508","Single Family",1995,3278,"Acres",4,4,"1",2,"0","0",659000
"4509","Single Family",1945,1296,"Acres",1,2,"1",1,"0","0",300000
"4510","Single Family",1945,1296,"Acres",1,2,"1",1,"0","0",300000
"4511","Single Family",1945,1296,"Acres",1,2,"1",1,"0","0",300000
"4512","Single Family",1945,1296,"Acres",1,2,"1",1,"0","0",300000
"4513","Single Family",1987,1600,"Acres",2,3,"1",1,"0","0",525000
"4514","Single Family",1978,4432,"Acres",3,4,"0",2,"0","0",400000
"4515","Single Family",2003,1980,"Acres",2,5,"0",2,"0","1",258000
"4516","Single Family",1974,2862,"Acres",4,4,"0",2,"0","0",380000
"4517","Single Family",1973,3820,"Acres",7,5,"0",2,"0","0",2500000
"4518","Single Family",1974,2060,"Acres",3,3,"1",1,"0","0",198500
"4519","Single Family",1986,1196,"Acres",2,3,"1",1,"0","0",190000
"4520","Single Family",2000,2800,"Acres",3,5,"1",2,"0","0",299995
"4521","Single Family",1902,2086,"Acres",2,4,"0",0,"0","0",249900
"4522","Single Family",2005,1200,"Acres",2,3,"1",1,"0","0",179900
"4523","Single Family",1971,2836,"Acres",3,4,"1",2,"0","0",675000
"4524","Single Family",1984,2958,"Acres",4,5,"1",2,"0","0",571000
"4525","Single Family",1995,6695,"Acres",5,5,"1",4,"1","1",1399999
"4526","Single Family",1998,1416,"Acres",2,2,"0",0,"0","0",212900
"4527","Single Family",2004,5112,"Acres",5,4,"1",3,"0","0",449000
"4528","Single Family",1991,1687,"Acres",2,3,"0",1,"0","0",229900
"4529","Single Family",1973,2175,"Acres",2,3,"0",0,"0","0",239000
"4530","Single Family",1990,1788,"Acres",2,3,"0",0,"0","0",234900
"4531","Single Family",2002,4648,"Acres",4,6,"1",2,"0","0",600000
"4532","Single Family",1999,1760,"Acres",2,3,"0",1,"0","0",165000
"4533","Single Family",1999,1760,"Acres",2,3,"0",1,"0","0",165000
"4534","Single Family",1999,1760,"Acres",2,3,"0",1,"0","0",165000
"4535","Single Family",1999,1760,"Acres",2,3,"0",1,"0","0",165000
"4536","Single Family",1993,1816,"Acres",3,3,"1",1,"0","0",549990
"4537","Single Family",1950,1659,"Acres",2,3,"0",1,"0","0",145000
"4538","Single Family",1950,1659,"Acres",2,3,"0",1,"0","0",145000
"4539","Single Family",1946,1500,"Acres",1,2,"1",1,"0","1",165000
"4540","Single Family",1971,2017,"Acres",2,3,"0",1,"0","0",255000
"4541","Single Family",1996,3400,"Acres",4,5,"0",0,"0","0",499000
"4542","Single Family",1971,2074,"Acres",2,3,"0",1,"0","0",220000
"4543","Single Family",1956,2404,"Acres",2,4,"1",1,"0","0",325000
"4544","Single Family",1980,1337,"Acres",2,3,"0",0,"0","0",153600
"4545","Single Family",1996,1848,"Acres",2,3,"0",1,"1","0",345000
"4546","Single Family",2004,6102,"Acres",5,4,"0",4,"1","0",1399000
"4547","Single Family",1974,6160,"Acres",4,5,"0",0,"0","0",2900000
"4548","Single Family",1940,1421,"Acres",2,3,"0",1,"0","0",149900
"4549","Single Family",1996,1698,"Acres",2,2,"1",1,"0","0",279000
"4550","Single Family",2002,7897,"Acres",6,5,"1",4,"0","1",1100000
"4551","Single Family",1971,2523,"Acres",3,4,"1",2,"0","0",599900
"4552","Single Family",1979,2131,"Acres",3,3,"0",1.5,"1","0",299900
"4553","Single Family",1958,822,"Acres",1,3,"0",1,"0","0",175000
"4554","Single Family",1965,1460,"Acres",2,3,"1",1,"0","0",270000
"4555","Single Family",1982,2364,"Acres",2,3,"1",1,"0","0",323000
"4556","Single Family",2006,2128,"Acres",3,3,"1",2,"0","0",423900
"4557","Single Family",1999,3365,"Acres",4,4,"1",2,"0","0",700000
"4558","Single Family",2013,3118,"Acres",5,5,"0",0,"0","0",539000
"4559","Single Family",1995,3545,"Acres",4,4,"1",4,"0","0",575000
"4560","Single Family",1973,1789,"Acres",2,3,"1",1,"0","0",440000
"4561","Single Family",2016,11948,"Acres",8,6,"1",2,"0","0",2900000
"4562","Single Family",1997,2724,"Acres",3,3,"1",4,"0","0",425000
"4563","Single Family",1981,2550,"Acres",2,4,"0",1.5,"0","0",185000
"4564","Single Family",1989,2464,"Acres",2,3,"0",1.5,"0","0",1990000
"4565","Single Family",1999,1998,"Acres",3,3,"1",1,"0","0",605000
"4566","Single Family",1997,1352,"Acres",3,3,"0",1,"0","0",149000
"4567","Single Family",1986,960,"Acres",2,2,"0",0,"0","0",74500
"4568","Single Family",1968,1576,"Acres",5,5,"1",1,"0","0",515000
"4569","Single Family",2004,4502,"Acres",5,5,"1",2,"0","0",650000
"4570","Single Family",1986,2177,"Acres",2,3,"1",2,"1","0",350000
"4571","Single Family",1974,2918,"Acres",2,3,"1",1,"0","0",450000
"4572","Single Family",1969,1356,"Acres",1,3,"0",1,"0","0",98000
"4573","Single Family",1973,1616,"Acres",2,3,"1",1,"0","0",290000
"4574","Single Family",1970,1314,"Acres",2,3,"0",1,"0","0",199900
"4575","Single Family",2021,2342,"Acres",2,3,"0",0,"0","0",799999
"4576","Single Family",1991,1564,"Acres",2,3,"1",1,"0","0",239000
"4577","Single Family",1996,2971,"Acres",3,3,"1",1,"0","1",375000
"4578","Single Family",1970,744,"Acres",1,2,"1",0,"0","0",50000
"4579","Single Family",1990,2206,"Acres",3,3,"1",1,"0","0",623000
"4580","Single Family",1999,1000,"Acres",2,4,"1",1,"0","0",600000
"4581","Single Family",1977,816,"Acres",1,2,"0",1,"0","0",169000
"4582","Single Family",1978,2784,"Acres",3,6,"0",0,"0","0",199900
"4583","Single Family",1961,2900,"Acres",3,4,"0",1,"0","0",259900
"4584","Single Family",2005,3132,"Acres",4,5,"0",0,"0","0",360180
