"","Home.Type","Year","Living.Area","Area.Units","Bathrooms","Bedrooms","Garage","Levels","Pool","Spa","Price"
"1131","Single Family",1977,1685,"Acres",2,3,"0",1,"0","0",169900
"1132","Single Family",1974,1814,"Acres",2,3,"0",0,"1","0",199900
"1133","Single Family",2001,6535,"Acres",5,6,"1",2,"1","1",649000
"1134","Single Family",1970,2411,"Acres",2,3,"0",0,"0","0",239900
"1135","Single Family",1970,2411,"Acres",2,3,"0",0,"0","0",239900
"1136","Single Family",1970,2411,"Acres",2,3,"0",0,"0","0",239900
"1137","Single Family",1970,2411,"Acres",2,3,"0",0,"0","0",239900
"1138","Single Family",1993,2346,"Acres",3,4,"1",2,"0","1",365000
"1139","Single Family",1951,2117,"Acres",2,3,"1",1.5,"0","1",169000
"1140","Single Family",1900,960,"Acres",1,2,"0",1,"0","0",225000
"1141","Single Family",1997,3920,"Acres",4,5,"1",1,"1","1",669900
"1142","Single Family",1998,4000,"Acres",5,4,"0",0,"0","0",597500
"1143","Single Family",1922,1570,"Acres",2,3,"0",1,"0","0",165000
"1144","Single Family",2003,1816,"Acres",3,3,"1",2,"0","0",275000
"1145","Single Family",1979,3216,"Acres",3,4,"1",1,"0","1",649900
"1146","Single Family",1979,3216,"Acres",3,4,"1",1,"0","1",649900
"1147","Single Family",1979,3216,"Acres",3,4,"1",1,"0","1",649900
"1148","Single Family",1979,3216,"Acres",3,4,"1",1,"0","1",649900
"1149","Single Family",1994,1440,"Acres",2,3,"0",1,"0","0",179000
"1150","Single Family",1998,1770,"Acres",2,3,"1",1,"0","0",149900
"1151","Single Family",2001,2629,"Acres",3,3,"1",1.5,"0","0",1205000
"1152","Single Family",1987,1932,"Acres",3,3,"1",1,"0","0",850000
"1153","Single Family",2000,1440,"Acres",2,3,"0",0,"0","0",87900
"1154","Single Family",1996,2872,"Acres",3,3,"1",2,"0","1",459000
"1155","Single Family",2020,1570,"Acres",2,3,"0",1.5,"0","0",6250
"1156","Single Family",1940,1200,"Acres",1,3,"0",1,"0","0",200000
"1157","Single Family",1925,1917,"Acres",2,5,"0",1,"0","0",150000
"1158","Single Family",1988,1008,"Acres",1,3,"1",0,"0","0",779900
"1159","Single Family",2008,2330,"Acres",3,4,"1",2,"0","0",749900
"1160","Single Family",1951,1468,"Acres",3,3,"0",1,"0","0",400000
"1161","Single Family",1951,1468,"Acres",3,3,"0",1,"0","0",400000
"1162","Single Family",1951,1468,"Acres",3,3,"0",1,"0","0",400000
"1163","Single Family",1951,1468,"Acres",3,3,"0",1,"0","0",400000
"1164","Single Family",1961,1926,"Acres",2,3,"0",1,"0","0",169800
"1165","Single Family",2007,864,"Acres",1,2,"0",1,"0","0",349900
"1166","Single Family",2007,2184,"Acres",2,3,"1",1,"0","1",386900
"1167","Single Family",2005,3363,"Acres",4,5,"1",2,"0","1",385999
"1168","Single Family",1922,1175,"Acres",1,3,"0",1,"0","0",72500
"1169","Single Family",1990,3068,"Acres",3,3,"1",2,"0","0",869000
"1170","Single Family",1963,2398,"Acres",3,4,"1",2,"0","0",649800
"1171","Single Family",1972,5021,"Acres",3,5,"0",0,"0","0",565000
"1172","Single Family",1960,1840,"Acres",2,4,"1",1,"0","0",240000
"1173","Single Family",2000,5424,"Acres",6,5,"1",2,"0","0",782500
"1174","Single Family",2005,2350,"Acres",2,3,"1",0,"0","0",339900
"1175","Single Family",1964,3096,"Acres",4,10,"0",1,"0","0",299900
"1176","Single Family",1960,768,"Acres",1,2,"0",1,"0","0",130000
"1177","Single Family",1960,1000,"Acres",1,2,"0",0,"0","0",130000
"1178","Single Family",2002,1073,"Acres",2,3,"1",1,"0","0",135000
"1179","Single Family",2021,1900,"Acres",2,3,"1",2,"0","0",259000
"1180","Single Family",2010,4183,"Acres",4,5,"0",0,"1","0",648365
"1181","Single Family",2018,2133,"Acres",2,3,"0",0,"0","0",287500
"1182","Single Family",1988,1096,"Acres",2,2,"0",1,"0","0",79000
"1183","Single Family",2019,2493,"Acres",3,4,"1",2,"0","0",359000
"1184","Single Family",1999,4128,"Acres",3,5,"1",4,"0","1",800000
"1185","Single Family",1994,4270,"Acres",4,5,"1",4,"1","1",549000
"1186","Single Family",1994,4270,"Acres",4,5,"1",4,"1","1",549000
"1187","Single Family",1994,4270,"Acres",4,5,"1",4,"1","1",549000
"1188","Single Family",1994,4270,"Acres",4,5,"1",4,"1","1",549000
"1189","Single Family",1943,1327,"Acres",1,3,"1",1,"0","0",240000
"1190","Single Family",1960,1170,"Acres",1,3,"0",1,"0","0",310000
"1191","Single Family",1958,1685,"Acres",2,3,"0",1,"0","0",255000
"1192","Single Family",1993,2618,"Acres",4,4,"0",0,"0","0",389000
"1193","Single Family",2021,1415,"Acres",2,3,"1",0,"0","0",214900
"1194","Single Family",1977,2016,"Acres",2,3,"1",0,"0","0",51157
"1195","Single Family",1977,2016,"Acres",2,3,"1",0,"0","0",51157
"1196","Single Family",1977,2016,"Acres",2,3,"1",0,"0","0",51157
"1197","Single Family",1977,2016,"Acres",2,3,"1",0,"0","0",51157
"1198","Single Family",1989,1248,"Acres",2,3,"0",1,"0","0",147900
"1199","Single Family",1979,1755,"Acres",2,3,"0",0,"0","0",225000
"1200","Single Family",2002,1876,"Acres",3,4,"1",2,"0","0",249900
"1201","Single Family",1974,2164,"Acres",3,3,"1",2,"0","0",425000
"1202","Single Family",1974,2164,"Acres",3,3,"1",2,"0","0",425000
"1203","Single Family",1974,2164,"Acres",3,3,"1",2,"0","0",425000
"1204","Single Family",1974,2164,"Acres",3,3,"1",2,"0","0",425000
"1205","Single Family",1985,1838,"Acres",2,3,"1",2,"0","0",269900
"1206","Single Family",1996,2906,"Acres",3,4,"0",0,"0","0",287000
"1207","Single Family",1940,1200,"Acres",1,3,"0",1,"0","0",48000
"1208","Single Family",1940,1200,"Acres",1,3,"0",1,"0","0",48000
"1209","Single Family",1940,1200,"Acres",1,3,"0",1,"0","0",48000
"1210","Single Family",1940,1200,"Acres",1,3,"0",1,"0","0",48000
"1211","Single Family",1999,1964,"Acres",3,3,"1",2,"0","0",150000
"1212","Single Family",1973,2229,"Acres",2,3,"1",1,"0","0",269900
"1213","Single Family",1989,3280,"Acres",3,4,"0",1,"0","0",289900
"1214","Single Family",2003,4361,"Acres",4,5,"1",2,"0","1",699900
"1215","Single Family",1973,1315,"Acres",2,3,"0",1,"0","0",149900
"1216","Single Family",2021,3134,"Acres",2,4,"0",0,"0","0",468000
"1217","Single Family",2021,1867,"Acres",2,4,"0",0,"0","0",259900
"1218","Single Family",1960,1900,"Acres",3,3,"1",1.5,"0","0",499900
"1219","Single Family",1964,1848,"Acres",2,4,"0",0,"0","0",103000
"1220","Single Family",1956,2009,"Acres",2,3,"0",0,"0","0",129000
"1221","Single Family",2001,2570,"Acres",3,4,"1",2,"0","0",405900
"1222","Single Family",1950,1069,"Acres",1,2,"0",2,"0","0",154000
"1223","Condo",2020,2456,"Acres",3,3,"1",1,"0","0",877900
"1224","Single Family",1972,1915,"Acres",3,4,"0",1,"0","0",154999
"1225","Single Family",2015,2651,"Acres",5,5,"1",2,"0","0",335000
"1226","Single Family",1992,1275,"Acres",2,3,"1",2,"0","0",259900
"1227","Single Family",2004,15759,"Acres",9,6,"1",2,"1","1",5250000
"1228","Single Family",1987,3504,"Acres",3,4,"0",0,"0","0",449900
"1229","Single Family",1955,3277,"Acres",4,6,"0",0,"0","0",340000
"1230","Single Family",1978,2174,"Acres",3,3,"0",0,"0","0",250000
"1231","Single Family",1978,2174,"Acres",3,3,"0",0,"0","0",250000
"1232","Single Family",1978,2174,"Acres",3,3,"0",0,"0","0",250000
"1233","Single Family",1978,2174,"Acres",3,3,"0",0,"0","0",250000
"1234","Single Family",2006,2098,"Acres",2,3,"1",0,"0","0",314900
"1235","Single Family",2003,4660,"Acres",4,4,"1",2,"1","0",1100000
"1236","Single Family",1979,2415,"Acres",4,4,"0",2,"0","0",644900
"1237","Single Family",1986,1372,"Acres",2,3,"1",1,"0","0",215000
"1238","Single Family",1997,2017,"Acres",2,5,"1",2,"0","0",265000
"1239","Single Family",2002,2610,"Acres",3,3,"1",0,"0","0",219900
"1240","Single Family",2001,2084,"Acres",2,3,"0",0,"0","0",229900
"1241","Single Family",2007,3796,"Acres",3,4,"1",2,"0","0",575000
"1242","Single Family",1965,2461,"Acres",3,4,"0",0,"0","0",249000
"1243","Single Family",2005,2330,"Acres",2,3,"1",1.5,"0","0",895000
"1244","Single Family",1951,1415,"Acres",2,3,"0",0,"0","0",84000
"1245","Single Family",1951,1415,"Acres",2,3,"0",0,"0","0",84000
"1246","Single Family",1951,1415,"Acres",2,3,"0",0,"0","0",84000
"1247","Single Family",1951,1415,"Acres",2,3,"0",0,"0","0",84000
"1248","Single Family",1943,1064,"Acres",1,2,"0",0,"0","0",99000
"1249","Single Family",2003,3224,"Acres",4,4,"0",0,"0","0",479900
"1250","Single Family",1997,3770,"Acres",3,5,"1",1.5,"0","0",595000
"1251","Single Family",2002,3649,"Acres",5,5,"1",2,"0","1",475900
"1252","Single Family",1970,2630,"Acres",3,3,"0",3,"0","0",263000
"1253","Single Family",1985,3600,"Acres",4,4,"0",2,"1","0",679900
"1254","Single Family",1958,1360,"Acres",2,4,"0",0,"0","0",130000
"1255","Single Family",1960,5148,"Acres",6,6,"1",1.5,"0","0",1199900
"1256","Single Family",1960,2400,"Acres",2,4,"0",3,"0","0",73000
"1257","Single Family",1960,2400,"Acres",2,4,"0",3,"0","0",73000
"1258","Single Family",1960,2400,"Acres",2,4,"0",3,"0","0",73000
"1259","Single Family",1960,2400,"Acres",2,4,"0",3,"0","0",73000
"1260","Single Family",2004,3248,"Acres",3,3,"1",1,"0","0",799900
"1261","Single Family",2004,3248,"Acres",3,3,"1",1,"0","0",799900
"1262","Single Family",2003,2866,"Acres",3,3,"1",2,"0","0",699000
"1263","Single Family",1960,5148,"Acres",6,6,"1",1.5,"0","0",1199900
"1264","Single Family",2005,8911,"Acres",7,5,"1",4,"1","1",1525000
"1265","Single Family",2006,2596,"Acres",3,4,"1",2,"0","1",454300
"1266","Single Family",1958,1482,"Acres",3,3,"0",1,"0","0",307500
"1267","Single Family",1925,2719,"Acres",4,4,"0",2,"0","0",492500
"1268","Single Family",1955,1232,"Acres",2,3,"0",1,"0","0",154900
"1269","Single Family",1950,1200,"Acres",1,2,"0",1,"0","0",129900
"1270","Single Family",1993,3066,"Acres",5,6,"1",2,"0","0",689000
"1271","Single Family",1972,2265,"Acres",2,3,"1",1,"0","0",274900
"1272","Single Family",1953,1777,"Acres",2,3,"1",1,"0","0",550000
"1273","Single Family",1832,6500,"Acres",7,7,"1",2,"0","0",1200000
"1274","Single Family",1987,3732,"Acres",4,5,"0",2,"0","0",449900
"1275","Single Family",1980,2700,"Acres",4,6,"0",0,"0","0",99900
"1276","Single Family",1951,1325,"Acres",1,3,"1",1,"0","0",275000
"1277","Single Family",1951,1325,"Acres",1,3,"1",1,"0","0",275000
"1278","Single Family",1951,1325,"Acres",1,3,"1",1,"0","0",275000
"1279","Single Family",1951,1325,"Acres",1,3,"1",1,"0","0",275000
"1280","Single Family",1988,3038,"Acres",3,4,"1",2,"0","0",382200
"1281","Single Family",1918,1593,"Acres",2,2,"1",1,"0","0",98999
"1282","Single Family",1918,1593,"Acres",2,2,"1",1,"0","0",98999
"1283","Single Family",1918,1593,"Acres",2,2,"1",1,"0","0",98999
"1284","Single Family",1918,1593,"Acres",2,2,"1",1,"0","0",98999
"1285","Single Family",1962,1612,"Acres",2,3,"0",1,"0","0",439000
"1286","Single Family",1970,4000,"Acres",3,5,"1",2,"1","0",319000
"1287","Single Family",1962,1215,"Acres",2,3,"0",1,"0","0",294500
"1288","Single Family",1962,1100,"Acres",2,3,"0",1,"0","0",199900
"1289","Single Family",1998,5687,"Acres",6,6,"1",2,"0","1",1089000
"1290","Single Family",1967,1202,"Acres",3,3,"0",1,"0","0",359900
"1291","Single Family",1900,1240,"Acres",1,2,"0",1,"0","0",179900
"1292","Single Family",2005,3104,"Acres",3,4,"0",4,"1","0",624900
"1293","Single Family",2002,1850,"Acres",3,3,"0",2,"0","0",249900
"1294","Single Family",2003,1680,"Acres",2,6,"1",1,"0","0",365000
"1295","Single Family",1989,1462,"Acres",2,3,"0",1,"0","0",199000
"1296","Single Family",2007,4400,"Acres",4,6,"1",3,"0","1",889000
"1297","Single Family",1993,1346,"Acres",2,3,"1",1.5,"0","0",166000
"1298","Single Family",1999,3200,"Acres",4,4,"0",2,"0","0",429000
"1299","Single Family",1995,2928,"Acres",4,4,"1",1.5,"0","0",735000
"1300","Single Family",1999,2874,"Acres",3,5,"1",1,"1","0",413500
"1301","Single Family",1997,3417,"Acres",4,5,"1",2,"0","1",619900
"1302","Single Family",1999,3519,"Acres",3,4,"0",1.5,"0","0",350000
"1303","Single Family",1960,1736,"Acres",2,3,"0",1,"0","1",195000
"1304","Single Family",2000,2338,"Acres",3,4,"1",2,"0","0",469000
"1305","Single Family",2001,6540,"Acres",6,6,"1",2,"0","1",1350000
"1306","Single Family",1986,1746,"Acres",3,4,"0",4,"0","0",325000
"1307","Single Family",2006,3481,"Acres",3,4,"1",2,"0","0",389900
"1308","Single Family",1900,2817,"Acres",1,4,"0",2,"0","0",188900
"1309","Single Family",2003,1584,"Acres",3,3,"1",1,"0","1",187000
"1310","Single Family",1994,1248,"Acres",2,3,"0",1,"0","0",179900
"1311","Single Family",1997,816,"Acres",3,3,"0",1,"0","0",424900
"1312","Single Family",1997,1632,"Acres",3,3,"0",1,"0","0",424900
"1313","Single Family",2001,2060,"Acres",3,4,"1",2,"0","0",274900
"1314","Single Family",2017,1436,"Acres",2,2,"1",1,"0","0",405000
"1315","Single Family",1910,5600,"Acres",2,5,"0",2,"0","1",299900
"1316","Single Family",2000,3701,"Acres",4,4,"1",0,"0","0",500000
"1317","Single Family",2005,5500,"Acres",5,4,"0",3,"0","1",550000
"1318","Single Family",2004,3280,"Acres",4,5,"1",2,"0","0",448800
"1319","Single Family",2007,2217,"Acres",3,4,"1",2,"0","0",309900
"1320","Single Family",2001,4368,"Acres",4,6,"1",2,"0","0",539900
"1321","Single Family",1983,3694,"Acres",5,5,"1",4,"0","0",750000
"1322","Single Family",2012,4111,"Acres",4,4,"1",2,"0","1",1150000
"1323","Single Family",1942,921,"Acres",1,2,"0",1,"0","0",69300
"1324","Single Family",2000,1824,"Acres",3,4,"1",1.5,"0","0",315000
"1325","Single Family",2006,7000,"Acres",7,6,"1",4,"0","0",1399900
"1326","Single Family",1972,1050,"Acres",2,3,"0",1,"0","0",185000
"1327","Single Family",2000,5283,"Acres",5,6,"1",2,"0","1",700000
"1328","Single Family",2015,3150,"Acres",3,3,"1",1.5,"0","0",850000
"1329","Single Family",1950,3945,"Acres",4,5,"0",2,"1","0",1325000
"1330","Single Family",1987,1722,"Acres",2,3,"0",0,"0","0",185000
"1331","Single Family",2013,4269,"Acres",4,4,"1",2,"0","0",689900
"1332","Single Family",2001,3195,"Acres",3,4,"1",1.5,"0","1",410000
"1333","Single Family",1988,2268,"Acres",3,3,"1",1,"0","0",349000
"1334","Single Family",2008,5520,"Acres",3,3,"0",0,"0","1",750000
"1335","Single Family",1983,2929,"Acres",5,3,"1",0,"0","0",925000
"1336","Single Family",2021,3972,"Acres",4,5,"1",2,"0","0",474500
"1337","Single Family",2021,2206,"Acres",3,4,"1",2,"0","0",384900
"1338","Single Family",2007,2207,"Acres",3,4,"1",0,"0","0",289900
"1339","Single Family",1994,5003,"Acres",5,4,"1",4,"1","0",850000
"1340","Single Family",1997,1527,"Acres",2,3,"1",1,"0","0",275000
"1341","Single Family",2001,2102,"Acres",3,4,"1",0,"0","0",230000
"1342","Single Family",1992,2100,"Acres",3,4,"1",2,"0","0",335000
"1343","Single Family",2000,2956,"Acres",4,4,"1",2,"0","0",424900
"1344","Single Family",2020,1904,"Acres",2,4,"0",0,"0","0",155900
"1345","Single Family",1996,2500,"Acres",5,9,"0",0,"0","0",750000
"1346","Single Family",1993,4038,"Acres",4,5,"1",4,"0","0",650000
"1347","Single Family",1997,4023,"Acres",5,5,"1",2,"0","0",474900
"1348","Single Family",2006,1885,"Acres",2,3,"0",0,"0","0",250000
"1349","Single Family",1980,3066,"Acres",3,4,"1",1,"0","0",325000
"1350","Single Family",1980,3066,"Acres",3,4,"1",2,"0","0",325000
"1351","Single Family",1988,1346,"Acres",2,3,"1",1.5,"0","0",179900
"1352","Single Family",1983,2666,"Acres",2,4,"0",0,"0","0",229000
"1353","Single Family",2007,3290,"Acres",4,5,"1",4,"0","0",359000
"1354","Single Family",1938,1434,"Acres",1,2,"1",1,"0","0",68000
"1355","Single Family",1965,3282,"Acres",3,4,"1",2,"0","0",629900
"1356","Single Family",1969,3839,"Acres",3,4,"1",2,"0","1",639500
"1357","Single Family",1920,1127,"Acres",2,2,"0",1,"0","0",439000
"1358","Single Family",1958,1524,"Acres",2,3,"1",1,"0","0",330000
"1359","Single Family",1958,1524,"Acres",2,3,"1",1,"0","0",330000
"1360","Single Family",1958,1524,"Acres",2,3,"1",1,"0","0",330000
"1361","Single Family",1958,1524,"Acres",2,3,"1",1,"0","0",330000
"1362","Single Family",2004,1940,"Acres",3,3,"1",2,"0","1",369000
"1363","Single Family",1975,4337,"Acres",4,5,"0",0,"0","0",179900
"1364","Single Family",1975,4337,"Acres",4,5,"0",0,"0","0",179900
"1365","Single Family",1975,4337,"Acres",4,5,"0",0,"0","0",179900
"1366","Single Family",1975,4337,"Acres",4,5,"0",0,"0","0",179900
"1367","Single Family",2019,9644,"Acres",9,8,"1",1,"0","1",4299999
"1368","Multi Family",1978,1993,"Acres",2,4,"0",0,"0","0",135900
"1369","Single Family",1964,1455,"Acres",1,3,"0",1,"0","0",169900
"1370","Single Family",1988,3272,"Acres",3,4,"1",2,"0","0",389900
"1371","Single Family",1952,4735,"Acres",5,5,"1",2,"1","0",549000
"1372","Single Family",2002,2212,"Acres",3,3,"1",2,"0","0",299900
"1373","Single Family",2001,1536,"Acres",3,3,"0",0,"0","0",120000
"1374","Single Family",2011,1560,"Acres",2,4,"0",0,"0","0",88000
"1375","Single Family",2006,4377,"Acres",5,6,"1",2,"0","1",1070000
"1376","Single Family",2006,4377,"Acres",5,6,"1",2,"0","1",1070000
"1377","Single Family",2006,4377,"Acres",5,6,"1",2,"0","1",1070000
"1378","Single Family",2006,4377,"Acres",5,6,"1",2,"0","1",1070000
"1379","Single Family",2004,8717,"Acres",7,6,"1",4,"0","1",899900
"1380","Single Family",2016,724,"Acres",1,1,"1",2,"0","0",379900
"1381","Single Family",2012,5174,"Acres",5,6,"1",2,"0","0",550000
"1382","Single Family",1986,2240,"Acres",3,3,"1",2,"0","1",569000
"1383","Single Family",1964,2140,"Acres",2,4,"0",1,"0","1",249900
"1384","Single Family",1976,1348,"Acres",2,3,"0",1,"0","0",109900
"1385","Single Family",2020,1817,"Acres",4,3,"1",2,"0","0",449000
"1386","Single Family",2007,4000,"Acres",3,4,"1",1.5,"0","0",779900
"1387","Single Family",1950,1368,"Acres",1,3,"0",1,"0","0",399900
"1388","Single Family",1964,1308,"Acres",2,3,"1",1,"0","0",205000
"1389","Single Family",1954,1481,"Acres",2,3,"1",1,"0","0",229000
"1390","Single Family",2002,5599,"Acres",5,5,"1",4,"0","0",2200000
"1391","Single Family",1949,900,"Acres",1,2,"0",1,"0","0",289900
"1392","Single Family",2016,5200,"Acres",5,5,"1",4,"0","0",1150000
"1393","Single Family",1959,2288,"Acres",2,3,"0",1,"0","0",510000
"1394","Single Family",2016,4592,"Acres",4,3,"1",2,"0","0",1250000
"1395","Single Family",2001,2088,"Acres",2,4,"1",1,"0","0",289000
"1396","Single Family",2006,3617,"Acres",5,5,"0",0,"0","0",419900
"1397","Single Family",1984,2308,"Acres",2,3,"0",1.5,"1","0",349900
"1398","Single Family",1979,2392,"Acres",3,4,"0",0,"0","0",149900
"1399","Single Family",2000,784,"Acres",1,2,"0",1,"0","0",100000
"1400","Single Family",1999,1595,"Acres",2,3,"0",1,"0","0",265000
"1401","Single Family",2021,3630,"Acres",5,4,"1",0,"0","0",824900
"1402","Single Family",1983,5607,"Acres",5,4,"1",2,"0","0",799000
"1403","Single Family",1991,4248,"Acres",3,4,"1",1,"0","1",450000
"1404","Single Family",1989,1228,"Acres",2,3,"1",1,"0","0",245000
"1405","Single Family",2006,1506,"Acres",3,3,"0",2,"0","0",235000
"1406","Single Family",1995,1560,"Acres",2,4,"0",0,"0","1",599999
"1407","Single Family",1981,4305,"Acres",4,5,"0",0,"0","0",324900
"1408","Single Family",9999,1130,"Acres",2,2,"0",0,"0","0",285750
"1409","Single Family",2011,3267,"Acres",4,3,"0",0,"0","0",370000
"1410","Single Family",1966,3723,"Acres",3,4,"0",0,"0","0",539000
"1411","Single Family",2005,5428,"Acres",7,6,"1",2,"0","0",849900
"1412","Single Family",1979,3766,"Acres",4,4,"1",2,"0","1",799000
"1413","Single Family",2014,2394,"Acres",3,4,"1",0,"0","0",375000
"1414","Single Family",1982,9800,"Acres",5,5,"0",1.5,"0","0",2500000
"1415","Single Family",1973,1923,"Acres",2,3,"1",2,"0","0",278000
"1416","Single Family",1980,1109,"Acres",2,3,"1",1,"0","0",179900
"1417","Single Family",1992,2622,"Acres",3,4,"1",0,"0","0",399900
"1418","Single Family",2004,3264,"Acres",3,5,"1",1.5,"0","0",369000
"1419","Single Family",1997,1854,"Acres",3,3,"1",2,"0","0",268000
"1420","Single Family",1962,2862,"Acres",3,3,"0",0,"0","0",189000
"1421","Single Family",1978,1852,"Acres",2,4,"0",1,"0","0",295000
"1422","Single Family",1992,1994,"Acres",3,4,"1",2,"0","0",285000
"1423","Single Family",1987,1380,"Acres",2,3,"1",1,"1","0",199900
"1424","Single Family",1975,3572,"Acres",4,4,"1",2,"0","0",475000
